8frame,13,90.29,186.6,20,99.9,187.9,13frame,16,211.31,361,22,213.0681818,369.7954545,18frame,23,279.3586957,257.9673913,14,284.25,266.0357143,20frame,25,103.95,135.51,19,95.96,135.75,22frame,23,227.923913,221.75,2.25,218.2777778,223.2222222,20,225.7,232.65,37,226.8040541,202.6148649,24frame,23,380.66,297.49,22,393.3863636,296.0681818,28frame,12,78.66666667,308.5833333,13,71.36538462,308.1346154,38frame,26,67.25,130.44,17,76.10294118,127.2205882,49frame,14,202.75,248.32,38,211.8026316,236.3026316,"46,54frame",17,136.5147059,110.2205882,19,136.5394737,119.3815789,17,148.3970588,104.2794118,60frame,15,153.2166667,297.6166667,14,140.8214286,292.0357143,73frame,27,211.2314815,319.6388889,24,233.125,312.2916667,107frame,17,101.6323529,350.1617647,0,0,0,119frame,20,190.8,428.65,18,208.4166667,415.75,137frame,21,317.75,270.75,23,323.0108696,257.7065217
,18,91.53,186.25,22,99.84090909,187.8409091,,18,211.03,360.64,24,213.125,369.75,,28,279.5,257.7857143,18,283.6944444,264.1944444,,19,102.9078947,134.3289474,19,95.59,134.91,,22,227.8409091,220.6590909,8,218.25,221.75,17,224.75,232.1029412,41,226.3353659,202.2134146,,23,379.75,296.75,26,393.4038462,295.0961538,,18,79.02777778,307.1388889,17,71.33823529,307.6323529,,32,67.34,129.47,18,76.97222222,126.5833333,,19,202.91,247.59,32,211.5625,235.5,,16,136.5,109.125,22,136.7045455,117.8409091,19,146.8552632,103.1710526,,15,152.35,297.15,16,140.5625,290.9375,,29,210.887931,319.0603448,24,233.0416667,312.7083333,,19,100.1710526,349.6447368,15,94.41666667,329.0166667,,22,190.89,428.75,18,208.1388889,414.4166667,,17,317.87,270.34,22,323.0681818,257.0681818
,19,91.59,185.91,17,100.0441176,187.0441176,,16,210.44,359.56,24,212.9583333,369.4583333,,21,279.097561,256.9268293,23,283.7065217,262.6630435,,22,102.6136364,133.2954545,18,95.64,134.81,,23,227.75,220.75,6,217.75,221.25,18,225.0833333,231.75,41,226.4817073,201.554878,,23,379.4,296.53,24,393.5833333,294.7083333,,17,78.33823529,306.6323529,25,70.95,307.31,,32,67.16,128.78,23,77.18478261,126.576087,,19,203.49,247.12,35,211.9214286,235.1214286,,16,136.5,108.375,25,136.99,117.55,19,146.5394737,102.3815789,,17,151.9852941,296.6911765,14,140.9642857,290.3928571,,25,210.83,318.95,27,232.8611111,312.787037,,21,100.1309524,348.75,18,94.75,328.4166667,,21,190.56,428.89,18,207.6944444,413.8611111,,20,317.5,270.5,22,322.9772727,256.8863636
,21,91.61,185.94,20,99.75,186.25,,16,210.25,360.25,23,211.6630435,369.1847826,,23,279.0108696,256.7934783,21,284.1309524,262.1309524,,19,102.4342105,132.3289474,26,94.79,133.44,,26,227.25,220.75,12,218.25,221.25,17,225.1029412,230.75,41,226.4817073,201.4573171,,24,378.96,296.46,21,392.75,294.1309524,,22,78.02272727,307.1590909,23,70.66304348,307.1847826,,33,66.99,128.81,20,76.8,126.35,,19,203.38,246.28,38,211.5394737,234.5657895,,16,136.25,107.75,22,137.1136364,116.2954545,24,145.1666667,101.1666667,,18,152.1388889,296.1388889,21,139.8928571,290.3214286,,25,211.35,318.79,23,232.6630435,311.7934783,,19,99.59210526,347.9078947,21,94.22619048,326.9880952,,26,189.75,429.25,20,207.5,413.8,,21,316.94,269.8,24,323.25,256.25
,20,91.7,185.85,18,99.25,185.9722222,,18,210.25,359.97,22,211.6590909,369.6590909,,21,278.5119048,256.4642857,22,283.6590909,261.8409091,,19,102.3289474,131.8552632,24,94.75,132.88,,22,227.0227273,220.25,5,217.55,220.75,20,225.45,230.25,47,226.4734043,201.1329787,,26,379.06,295.79,22,392.4772727,293.7045455,,23,77.75,307.576087,20,70,307.1,,32,66.84,128.25,18,76.08333333,125.75,,24,203.42,246.08,36,211.6944444,234.1111111,,19,136.9078947,107.5921053,26,137.25,115.6346154,25,144.71,101.19,,18,151.9722222,296.25,24,139.875,289.4166667,,29,211.2327586,318.8534483,26,232.1730769,311.8269231,,20,99.2,348,21,94.60714286,326.4166667,,26,189.63,429.06,22,206.8409091,413.8409091,,21,317.18,268.85,25,323.35,255.99
,20,91.6,186.05,20,99.25,186.25,,18,210.08,359.75,24,211.625,369.0833333,,19,278.4868421,256.3815789,22,283.6590909,261.3863636,,21,101.9404762,131.797619,22,94.39,132.8,,25,226.99,219.99,7,217.75,220.4642857,19,225.4342105,229.5921053,40,226.725,201.175,,22,378.84,295.66,23,392.576087,293.75,,20,77.55,307.3,15,70.15,306.35,,35,66.58,127.72,17,75.98529412,125.8676471,,20,203.25,245.25,37,211.8040541,233.6148649,,17,136.6323529,107.1617647,24,137.25,114.75,25,144.79,100.99,,22,151.6590909,295.8409091,21,139.8928571,288.5595238,,26,210.9038462,318.25,23,231.75,311.75,,20,98.8,347.5,21,94.75,326.3690476,,25,189.51,427.71,19,206.8552632,413.1710526,,20,316.4,269.1,26,323.6346154,255.4423077
,22,91.11,185.66,18,98.02777778,186.1388889,,12,209.75,358.92,19,211.6447368,368.3289474,,20,278.15,256.1,17,283.6323529,259.6911765,,21,101.6071429,131.8928571,19,93.8,131.8,,23,226.75,220.0108696,6,217.25,219.0833333,16,225.125,228.75,37,226.6148649,200.6689189,,31,379.3,295.04,18,392.1944444,293.9722222,,13,77.36538462,305.9038462,15,70.35,306.15,,31,66.49,127.72,18,75.30555556,125.9722222,,14,203.18,245.11,33,211.4469697,233.6893939,,10,135.95,106.75,19,138.0131579,113.9078947,16,144.25,100.25,,14,152.1785714,294.3928571,13,139.75,287.1346154,,21,210.75,317.75,21,231.4642857,311.3690476,,12,98.25,346.75,9,94.30555556,325.9722222,,20,198.05,426.6,12,206.25,412.75,,15,316.62,268.08,25,323.51,255.11
,21,91.46,185.37,19,97.96052632,186.1184211,,18,209.75,358.42,25,211.55,367.83,,27,277.3055556,256.0462963,28,283.0714286,260.75,,24,101.5416667,131.5,16,94.25,132.25,,26,226.9807692,219.9038462,10,216.95,218.75,18,224.8611111,228.4722222,43,226.6337209,199.8662791,,32,379.25,293.75,24,392.5,293.4166667,,24,78.125,306.1666667,21,70.81395349,305.7267442,,35,66.41,126.84,20,75.45,125.85,,21,203.99,244.23,43,212.5174419,233.8662791,,19,135.5921053,106.1710526,29,137.7155172,113.3362069,25,144.75,99.59,,23,152.1413043,294.5326087,20,139.75,288.25,,26,211.25,317.75,24,230.6666667,310.8333333,,20,98.15,346.5,22,94.06818182,325.5681818,,24,197.29,424.79,19,206.75,412.3815789,,21,316.75,267.61,33,323.1742424,254.3257576
,44,96.52,184.84,,,,,19,209.59,357.59,30,210.95,367.0166667,,30,277.3833333,255.1166667,25,282.99,259.79,,21,101.8928571,130.5595238,26,95.1,130.87,,21,225.797619,218.9404762,11,216.6590909,218.3863636,21,224.75,227.75,6,227.75,198.75,,33,379.66,293.27,24,391.625,293.0833333,,24,77.875,305.6666667,24,69.875,304.5833333,,33,65.75,125.69,22,75.06818182,126.7045455,,20,204.3,243.6,43,212.4709302,232.6104651,,21,135.75,105.75,29,137.3362069,112.887931,20,144.5,98.4,,22,151.7045455,294.0227273,18,139.3611111,287.3611111,,24,211.0416667,316.75,25,230.31,309.99,,17,98.27941176,346.3970588,23,93.83695652,324.7934783,,24,196.46,423.54,21,206.4642857,411.8928571,,20,316,267.7,23,323.75,253.75
,44,96.52,184.84,,,,,19,209.59,357.59,30,210.95,367.0166667,,30,277.3833333,255.1166667,25,282.99,259.79,,21,101.8928571,130.5595238,26,95.1,130.87,,21,225.797619,218.9404762,11,216.6590909,218.3863636,21,224.75,227.75,6,227.75,198.75,,33,379.66,293.27,24,391.625,293.0833333,,24,77.875,305.6666667,24,69.875,304.5833333,,33,65.75,125.69,22,75.06818182,126.7045455,,20,204.3,243.6,43,212.4709302,232.6104651,,21,135.75,105.75,29,137.3362069,112.887931,20,144.5,98.4,,22,151.7045455,294.0227273,18,139.3611111,287.3611111,,24,211.0416667,316.75,25,230.31,309.99,,17,98.27941176,346.3970588,23,93.83695652,324.7934783,,24,196.46,423.54,21,206.4642857,411.8928571,,20,316,267.7,23,323.75,253.75
,44,97.68,184.27,,,,,19,209.12,356.8,31,210.4919355,366.1048387,,29,276.508547,255.8247863,27,282.8073394,259.3211009,,26,101.0882353,129.6911765,26,94.25,129.25,,22,225.5227273,218.3863636,15,216.2166667,217.8833333,18,223.9722222,226.25,45,227.4611111,210.1055556,,33,379.42,291.9,27,391.9351852,293.1574074,,22,75.15909091,308.9772727,23,69.48913043,304.3586957,,35,66.69,123.75,24,75.45833333,125.4583333,,22,204.66,243.66,38,211.8289474,232.1710526,,21,135.5595238,104.8452381,32,137.5625,111.8125,22,143.8409091,97.84090909,,25,150.71,294.15,25,139.35,286.79,,26,211.4423077,315.25,29,230.6810345,309.7155172,,23,98.35869565,345.7065217,21,93.60714286,323.9404762,,23,196.4,423.14,22,205.25,411.25,,23,315.71,266.66,26,323.9807692,253.0576923
,41,97.07,183.41,,,,,16,210.25,356.25,24,210.25,365.75,,28,275.25,255.5357143,22,281.8409091,258.5227273,,24,100.625,129.0833333,26,93.29,129.98,,23,225.1413043,217.5326087,16,216.1875,217.5,19,224.1184211,225.4868421,46,227.2282609,209.6195652,,29,378.82,292.06,28,391.6428571,292.4642857,,29,75.35042735,307.5555556,21,69.40588235,304.0882353,,36,66.33,123.69,23,75.61956522,124.9673913,,25,204.87,242.95,41,211.7987805,231.9207317,,20,135.25,104.25,30,137.3833333,111.3833333,22,143.8409091,97.84090909,,21,150.3690476,293.797619,22,139.1136364,286.2954545,,25,211.15,315.31,31,230.3951613,309.2983871,,22,98.34090909,344.9772727,22,93.65909091,323.8409091,,21,196.08,422.61,25,205.39,411.51,,22,315.61,266.39,25,324.35,252.71
,36,97.94,183.25,,,,,16,209.92,355.55,28,207.7017544,360.7982456,,26,275.2058824,255.3235294,16,282.046875,258.296875,,25,99.91,129.03,23,92.94,129.73,,22,225.0681818,217.4772727,12,215.5,217.0833333,17,224.4558824,225.3382353,44,226.9090909,209.3409091,,31,378.59,291.98,27,391.6018519,292.3796296,,26,74.59615385,307.0961538,22,68.61363636,303.75,,33,66.69,123.33,22,75.34090909,125.2954545,,26,204.83,242.98,41,212.8231707,232.5060976,,19,134.4868421,104.1184211,25,137.51,110.95,22,143.6590909,97.65909091,,23,150.4021739,293.576087,21,138.797619,286.4642857,,21,210.8452381,314.6547619,31,230.4919355,309.0080645,,27,98.26851852,344.8611111,27,92.63888889,323.2314815,,20,195.7,421.85,23,204.9673913,410.6195652,,21,315.94,265.7,25,324.35,252.79
,41,98.04,182.92,,,,,53,208.69,358.5,,,,,23,274.0978261,255.1413043,26,281.25,257.75,,25,100.35,128.79,30,93.08,128.95,,21,225.2261905,217.1309524,17,216.1617647,217.1617647,21,224.0357143,225.2261905,45,226.5944444,209.0833333,,34,378.04,291.25,27,391.3425926,291.4907407,,23,74.70652174,307.0108696,23,68.70652174,303.6630435,,34,66.66,123.01,22,75.47727273,125.25,,24,205.08,242.63,43,212.6337209,232.5174419,,21,134.1785714,103.75,22,137.25,110.3863636,22,143.25,97.75,,20,150.6,293.45,24,138.7083333,286.4583333,,24,210.7916667,314.5416667,31,230.9112903,308.9112903,,23,98.66304348,344.7934783,23,92.35869565,323.0108696,,41,190.99,411.14,22,205.5681818,410.5681818,,22,316.52,265.52,25,324.35,252.71
,42,97.39,182.06,,,,,49,209.04,358.1,,,,,25,273.31,253.83,26,279.9038462,257.4038462,,24,100.0416667,128.0416667,25,92.67,128.19,,20,224.75,216.25,17,215.3382353,216.6323529,23,223.1413043,223.6630435,47,226.3670213,208.4521277,,32,378.03,289.5,26,390.5192308,290.9038462,,23,74.66304348,306.1847826,24,68.25,302.5833333,,40,65.92,122.7,26,75.25,123.8653846,,25,206.35,241.79,41,212.5304878,231.6036585,,23,135.1847826,104.0108696,22,135.8863636,111.2045455,24,142.6666667,96.625,,24,150.4166667,292.625,25,138.99,284.95,,24,210.9166667,313.7916667,36,231.6111111,307.1388889,,24,98.29166667,345.4583333,27,92.15740741,320.9351852,,25,192.39,406.99,21,205.1309524,410.1785714,,25,315.51,265.07,27,323.8981481,251.4537037
,36,98.74,183.07,,,,,37,209.38,360.48,,,,,28,273.1785714,253.4285714,32,279.59375,257.375,,30,100.0166667,127.5166667,26,92.52,128.44,,21,224.6071429,216.2738095,16,215.75,216.375,26,224.5192308,223.4423077,44,226.4090909,208.7727273,,31,377.85,289.46,25,390.19,290.55,,24,74.45833333,306.9583333,25,68.31,302.83,,37,65.94,122.29,25,74.79,123.15,,26,206.33,241.06,43,212.6569767,232.1686047,,22,135.0227273,103.3863636,26,135.4038462,110.75,27,143.2685185,96.41666667,,21,150.1309524,292.1785714,26,139.4038462,284.4038462,,27,210.3425926,313.4907407,33,231.4166667,307.1742424,,24,97.875,345.0833333,26,91.32692308,320.9038462,,25,192.39,406.99,22,205.0681818,410.0681818,,26,315.56,264.67,27,324.3425926,251.6759259
,43,98.94,181.91,,,,,46,209.4,359.36,,,,,30,273.4159664,254.4663866,27,279.1121495,257.3271028,,30,99.95416667,126.8208333,30,93.18,127.27,,21,224.8928571,216.2261905,25,216.43,216.31,25,224.87,223.03,50,226.61,208.27,,32,378.41,289.28,25,389.75,290.75,,32,73.36153846,307.1,24,67.5,303.5638298,,34,65.9,122.13,27,74.41666667,122.9722222,,29,205.75,241.23,42,212.5595238,231.9880952,,23,135.3586957,102.5326087,22,136.25,110.0227273,27,143.3055556,96.34259259,,23,150.1413043,291.9673913,31,139.5887097,284.1693548,,28,210.0357143,313.6428571,29,231.3362069,306.887931,,22,97.65909091,344.6590909,27,90.15740741,320.3055556,,23,192.27,406.36,21,204.702381,409.5595238,,26,315.1,264.48,28,323.9642857,251.2857143
,46,101.22,182.39,,,,,45,208.86,357.88,,,,,20,272.9683544,253.8291139,30,277.6806723,256.7058824,,28,99.66363636,126.2954545,27,92.56,126.82,,25,225.15,215.83,19,215.9078947,215.9078947,22,224.6590909,222.6590909,51,226.3382353,207.7107843,,28,378.5,288.93,30,389.3833333,290.0833333,,27,73.75,307.6388889,20,67.25,303.25,,39,65.96,121.62,22,74.65909091,122.5227273,,24,206.04,240.71,40,212.9,231.575,,18,134.75,102.25,25,135.51,109.79,30,143.45,95.98333333,,24,149.5833333,291.625,24,139.4166667,283.875,,23,210.576087,313.75,35,231.3214286,307.5214286,,23,97.5326087,344.6195652,26,90.44230769,319.9807692,,21,192.08,406.13,22,204.6590909,409.6590909,,26,315.25,263.75,27,324.1574074,250.9351852
,44,98.64,181,,,,,47,208.47,357.75,,,,,55,275.8954545,255.3136364,,,,,29,99.19827586,125.5086207,25,92.27,127.11,,25,224.51,215.43,20,215.7,215.5,23,225.3586957,221.9673913,46,226.4021739,207.25,,33,377.78,288.14,25,389.03,290.07,,27,73.67592593,307.6759259,27,67.56481481,303.3425926,,37,65.59,121.78,25,74.39,121.35,,23,205.75,239.92,36,213.25,231.25,,26,134.25,101.25,23,135.923913,108.8804348,23,143.5326087,94.9673913,,24,149.9166667,290.875,25,139.79,283.35,,27,210.1574074,313.0092593,34,230.6911765,306.6911765,,28,97.46428571,344.2857143,25,90.23,319.67,,21,191.94,405.8,24,204.5,409.0833333,,25,315.19,263.83,21,323.75,250.75
,42,97.61,179.83,,,,,42,208.49,356.73,,,,,48,279.2708333,254.2916667,,,,,29,99.40517241,124.7155172,29,92.47,127.82,,23,224.3586957,214.4891304,18,215.8055556,214.8611111,22,225.1136364,221.2045455,44,225.8409091,206.2272727,,33,377.72,287.48,29,388.612069,289.4051724,,27,72.93518519,306.9351852,26,67.21153846,301.9038462,,38,65.38,120.88,24,74.70833333,120.75,,22,206.52,239.84,39,213.0320513,230.75,,28,134.75,100.8214286,24,137.1666667,108.4166667,28,143.4642857,94.21428571,,21,148.797619,290.1309524,26,139.0961538,282.5961538,,24,209.9583333,312.2083333,33,230.5378788,305.5378788,,20,97.1,344.4,27,89.97222222,318.5648148,,27,191.42,406.19,21,204.3690476,408.75,,24,314.25,262.75,26,323.7115385,250.0576923
,41,99.02,180.43,,,,,40,208.3,356.15,,,,,44,279,254.3409091,,,,,40,100.25,125.175,23,92.4,128.1,,21,224.3690476,214.1785714,19,215.8026316,214.5921053,21,224.8928571,220.0833333,49,226.0969388,205.9132653,,32,377.25,287.25,27,388.3425926,289.0092593,,23,72.35869565,306.6630435,27,66.86111111,301.2314815,,37,66.16,120.78,22,74.65909091,120.6590909,,28,206.07,239.07,46,212.9021739,230.6195652,,24,135.0833333,100.625,23,137.3586957,107.6630435,28,143.25,93.53571429,,19,148.6447368,290.1710526,23,138.75,281.75,,25,209.51,311.95,29,230.1637931,306.7155172,,21,97.60714286,344.2261905,25,90.35,317.99,,25,191.51,405.79,19,204.2763158,408.3815789,,27,313.75,262.27,30,323.4166667,249.85
,48,99.25,180.21,,,,,47,208.13,354.94,,,,,46,279.0543478,253.2717391,,,,,45,100.1055556,125.3277778,,,,,20,224.2,213.95,17,215.5735294,214.6911765,21,225.9404762,219.8928571,45,226.1722222,205.3055556,,31,377.33,286.69,29,388.1293103,288.3362069,,25,72.19,306.55,22,66.65909091,300.8409091,,40,66.58,120.1,22,74.25,119.4772727,,24,206.46,239.25,39,212.6730769,230.6474359,,25,133.91,100.75,25,137.07,107.75,25,143.51,93.71,,26,148.9807692,290.25,24,138.8333333,281.8333333,,31,209.5564516,311.7822581,33,230.5378788,306.5075758,,22,97.56818182,343.9318182,24,90.625,317.7083333,,23,190.84,405.79,25,207.55,414.51,,25,313.51,261.79,32,322.96875,249.65625
,41,99.7,180.26,,,,,47,208.37,354.3,,,,,46,279.2717391,253.3369565,,,,,45,99.83888889,124.9944444,,,,,48,225.0833333,216.2708333,15,215.15,214.35,48,225.0833333,216.2708333,46,226.3804348,205.3804348,,30,377.25,285.68,29,387.8189655,287.1637931,,28,72.25,306.25,26,66.63461538,300.9038462,,36,66.39,118.94,22,73.75,119.25,,26,206.98,239.25,41,212.8719512,230.2134146,,28,134.6785714,100.6785714,23,136.9673913,107.8369565,25,143.51,92.71,,26,148.75,289.25,24,139.4166667,281.625,,29,209.9224138,311.4741379,34,231.0735294,306.6911765,,23,98.5326087,333.5326087,22,90.84090909,317.8409091,,31,188.85,405.23,29,204.6452991,397.3547009,,30,313.12,261.12,28,323.5,249.6071429
,49,99.1,178.89,,,,,48,208.5,353.69,,,,,43,279.1918605,253.4709302,,,,,52,98.65384615,124.3461538,,,,,43,224.5872093,214.0290698,16,215.8125,213.4375,43,224.5872093,214.0290698,44,226.3863636,205.0454545,,29,377.65,284.82,30,387.3833333,286.2833333,,23,71.9673913,304.6630435,26,66.05769231,299.1730769,,33,65.39,117.99,24,73.83333333,118.6666667,,26,206.83,238.67,45,213.8611111,230.7055556,,24,135.4166667,99.875,24,136.1666667,107.5416667,28,143.4642857,92.39285714,,25,147.87,288.79,25,138.63,280.31,,28,210.1785714,310.4285714,34,231.0441176,304.8382353,,19,97.96052632,334.1184211,23,90.14130435,317.7065217,,30,189.42,404.75,19,205.1184211,394.2763158,,29,313.06,260.85,28,324.25,248.75
,46,99.25,178.84,,,,,49,208.53,354.12,,,,,46,278.9456522,253.9021739,,,,,50,98.63,125.11,,,,,45,224.6388889,213.8166667,13,215.3653846,213.1346154,45,224.6388889,213.8166667,47,226.7074468,205.2819149,,56,386.4285714,282.8214286,,,,,27,72.34259259,305.0092593,24,66.45833333,299.9583333,,31,65.4,117.69,28,73.14285714,120.25,,24,207.92,238.71,39,213.6730769,230.3141026,,25,136.35,99.47,29,137.2672414,106.8534483,33,143.3863636,91.99242424,,27,148.1574074,288.3055556,25,138.75,280.43,,30,209.3833333,310.1166667,39,229.8782051,305.6987179,,27,98.30555556,333.9722222,24,90.41666667,317.625,,26,189.87,404.9,24,204.875,393.4166667,,28,313.07,260.75,33,324.5075758,248.5681818
,43,98.89,178.68,,,,,52,208.29,353.38,,,,,52,279.4615385,254.1730769,,,,,50,98.67,125.11,,,,,44,224.7272727,213.6363636,14,215.1785714,212.75,44,224.7272727,213.6363636,50,226.73,204.79,,62,387.3790323,281.9435484,,,,,29,71.92241379,304.6465517,23,66.75,299.576087,,34,66.25,117.1,26,73.44230769,119.9423077,,29,207.58,237.85,45,213.8166667,229.8833333,,22,136.9044944,98.81460674,32,137.8837209,105.8372093,29,143.4396552,91.64655172,,23,147.4891304,288.3586957,22,138.6590909,280.6590909,,28,209.3214286,310.4642857,35,229.4928571,306.0071429,,25,97.71,334.15,28,90.07142857,317.25,,31,189.17,404.59,22,204.8409091,393.8409091,,30,313.78,260.32,36,324.8611111,248.4166667
,43,98.4,178.59,,,,,54,208.44,353.1,,,,,49,279.5867347,252.9540816,,,,,50,98.67,124.59,,,,,43,224.8430233,213.3546512,15,215.15,212.8166667,43,224.8430233,213.3546512,49,226.8112245,204.3010204,,60,387.3333333,281.5,,,,,25,72.18181818,304.2121212,30,67.35714286,299.5504202,,33,66.39,116.48,28,73.03571429,119.6428571,,26,206.98,237.83,38,213.4605263,229.3552632,,22,136.8409091,98.11363636,35,137.8071429,105.4071429,28,143.6785714,91.53571429,,23,147.7934783,287.8369565,27,137.9722222,280.8981481,,31,209.2983871,310.0725806,39,230.3141026,305.8525641,,27,96.93518519,334.3425926,27,89.49074074,316.6759259,,30,189.12,404.12,20,204.65,393.8,,27,313.34,259.82,29,324.3017241,247.0603448
,43,98.49,178.98,,,,,46,208.21,352.6,,,,,49,279.0561224,252.3010204,,,,,49,98.58673469,124.1785714,,,,,39,224.9038462,212.9294872,19,214.6447368,211.75,39,224.9038462,212.9294872,49,226.6071429,204.0153061,,58,387.6293103,280.9224138,,,,,26,70.38834951,303.6990291,21,66.84705882,298.4823529,,38,66.04,116.12,30,73.08333333,119.9166667,,35,207.86,237.78,40,213.4,229.15,,21,137.1309524,98.17857143,29,137.4741379,105.3706897,27,143.6388889,91.08333333,,28,147.25,287.8928571,28,137.1071429,280.3928571,,26,208.75,309.6346154,38,230.3552632,306.5394737,,25,95.95,334.31,25,89.75,316.43,,30,189.12,404.12,18,204.25,394.3055556,,32,313.25,259.25,31,323.75,246.5241935
,40,98,178.78,,,,,42,207.87,351.94,,,,,53,279.4669811,252.4481132,,,,,43,98.77325581,123.2848837,,,,,40,224.875,212.975,14,215.0357143,212.25,40,224.875,212.975,44,226.6590909,203.7045455,,68,387.6617647,280.3529412,,,,,50,68.13,300.85,,,,,35,66.29,115.95,28,72.67857143,119.6071429,,35,208.24,237.52,38,212.9868421,228.6710526,,23,137.2282609,98.48913043,31,137.0122951,105.3278689,27,143.8240741,91.00925926,,22,147.25,288.1136364,29,137.0603448,279.6465517,,29,209.1637931,309.612069,35,229.5214286,306.1214286,,28,96.03571429,333.4642857,24,89.41666667,315.625,,31,189.2,404.4,18,204.1388889,394.5277778,,32,312.91,259.28,31,323.7177419,246.0080645
